,trimer_smiles,smiles_monomer,job_hash,md_density_trimer,md_rg_trimer,md_rg_trimer_norm,md_hov_trimer,md_hov_trimer_norm,md_heat_capacity_liquid,md_heat_capacity_liquid_norm,md_heat_capacity_gas,md_heat_capacity_gas_norm,md_excess_heat_capacity_trimer,md_avg_max_heavy_atom_dist,md_avg_max_heavy_atom_dist_norm,md_avg_variance,md_avg_auc_fit_at_zero_cross,md_average_lifetime_ps,total_bonds_analyzed,md_avg_hbonds_per_frame,md_avg_hbonds_per_frame_norm,rdf_Br-Br,rdf_Br-C,rdf_Br-O,rdf_C-C,rdf_C-Cl,rdf_C-F,rdf_C-N,rdf_C-O,rdf_C-P,rdf_C-S,rdf_Cl-Cl,rdf_Cl-N,rdf_Cl-O,rdf_F-F,rdf_F-N,rdf_F-O,rdf_N-N,rdf_N-O,rdf_N-P,rdf_N-S,rdf_O-O,rdf_O-P,rdf_O-S,rdf_S-S,trimer_MW,trimer_num_atoms,replicate_structure,distribution,smiles_polymer,mechanism
1040,Nc1ccc(Sc2ccc(NNc3ccc(Sc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5cc(Cl)c(N7C(=O)c8ccc(C(=O)Nc9ccc(Sc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11cc(Cl)c(N%13C(=O)c%14ccc(C(=O)C(=O)c%15ccc%16c(c%15)C(=O)N(c%15cc(Cl)c(N%17C(=O)c%18ccc(C(=O)O)cc%18C%17=O)cc%15Cl)C%16=O)cc%14C%13=O)cc%11Cl)C%12=O)cc%10)cc9)cc8C7=O)cc5Cl)C6=O)cc4)cc3)cc2)cc1,Nc1ccc(Sc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O,fcca21a864e9fbaa6b0c1800cf40af99,1.370039,11.4568,0.0774108108108108,144.41845000000004,0.975800337837838,1.3919249999999928,0.0094048986486486,1.1517859999999944,0.0077823378378378,0.24014,36.83489999999999,0.2488844594594594,109445.4,5.784778,12.41,312336.0,19.369999999999987,0.1308783783783783,,,,0.506967,0.882432,,0.514187,0.934613,,0.564538,0.860441,0.774793,1.159139,,,,0.565264,0.919775,,0.524466,1.385845,,1.020433,0.838864,2130.107796652,148,0,,Nc1ccc(Sc2ccc(NNc3ccc(Sc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5cc(Cl)c(N7C(=O)c8ccc(C(=O)Nc9ccc(Sc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11cc(Cl)c(N%13C(=O)c%14ccc(C(=O)C(=O)c%15ccc%16c(c%15)C(=O)N(c%15cc(Cl)c(N%17C(=O)c%18ccc(C(=O)O)cc%18C%17=O)cc%15Cl)C%16=O)cc%14C%13=O)cc%11Cl)C%12=O)cc%10)cc9)cc8C7=O)cc5Cl)C6=O)cc4)cc3)cc2)cc1,todo
1041,Nc1cccc(Oc2ccc(C3(c4ccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(c8cccc(Oc%10ccc(C%11(c%12ccc(Oc%13cccc(N%14C(=O)c%15ccc(Oc%16ccc%17c(c%16)C(=O)N(c%16cccc(Oc%18ccc(C%19(c%20ccc(Oc%21cccc(N%22C(=O)c%23ccc(Oc%24ccc%25c(c%24)C(=O)OC%25=O)cc%23C%22=O)c%21)cc%20)CCCCC%19)cc%18)c%16)C%17=O)cc%15C%14=O)c%13)cc%12)CCCCC%11)cc%10)c8)C9=O)cc7C6=O)c5)cc4)CCCCC3)cc2)c1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1cccc(Oc2ccc(C3(c4ccc(Oc5cccc(N)c5)cc4)CCCCC3)cc2)c1,1dd178a59b394470586aeeaf4fbbaff0,1.211679,9.65319999999999,0.0581518072289156,117.788333,0.7095682710843373,1.576929999999998,0.009499578313253,1.415579999999986,0.0085275903614457,0.16135,31.9904,0.1927132530120482,129246.3,5.163022,12.66,138562.0,8.769999999999998,0.0528313253012048,,,,0.417899,,,0.420123,0.628519,,,,,,,,,0.414405,0.53655,,,0.755613,,,,2190.673418775999,166,0,,Nc1cccc(Oc2ccc(C3(c4ccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(c8cccc(Oc%10ccc(C%11(c%12ccc(Oc%13cccc(N%14C(=O)c%15ccc(Oc%16ccc%17c(c%16)C(=O)N(c%16cccc(Oc%18ccc(C%19(c%20ccc(Oc%21cccc(N%22C(=O)c%23ccc(Oc%24ccc%25c(c%24)C(=O)OC%25=O)cc%23C%22=O)c%21)cc%20)CCCCC%19)cc%18)c%16)C%17=O)cc%15C%14=O)c%13)cc%12)CCCCC%11)cc%10)c8)C9=O)cc7C6=O)c5)cc4)CCCCC3)cc2)c1,todo
1042,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7ccc(Cc9ccc(N%10C(=O)c%11ccc(CC(=O)Oc%12ccc(C(c%13ccc(OC(=O)Cc%14ccc%15c(c%14)C(=O)N(c%14ccc(Cc%16ccc(N%17C(=O)c%18ccc(CC(=O)Oc%19ccc(C(c%20ccc(OC(=O)Cc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%19)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11C%10=O)cc9)cc7)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1.O=C(Cc1ccc2c(c1)C(=O)OC2=O)Oc1ccc(C(c2ccc(OC(=O)Cc3ccc4c(c3)C(=O)OC4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,97c5d0aed8e1cc12272dcbab36e5f332,1.316652,11.538399999999996,0.0597844559585492,136.010151,0.7047158082901555,1.802399999999992,0.0093388601036269,1.5356779999999914,0.0079568808290155,0.266722,36.7604,0.1904683937823834,122966.2,5.24299,12.51,167159.0,10.45999999999999,0.0541968911917098,,,,0.406961,,0.6485,0.458205,0.677342,,,,,,0.986208,0.701907,0.959632,0.322406,0.678259,,,0.950817,,,,2640.5355202119995,193,0,,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7ccc(Cc9ccc(N%10C(=O)c%11ccc(CC(=O)Oc%12ccc(C(c%13ccc(OC(=O)Cc%14ccc%15c(c%14)C(=O)N(c%14ccc(Cc%16ccc(N%17C(=O)c%18ccc(CC(=O)Oc%19ccc(C(c%20ccc(OC(=O)Cc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%19)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11C%10=O)cc9)cc7)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,todo
1043,O=C(Cl)c1ccc2cc(C(=O)C(=O)c3ccc4cc(C(=O)OCCCCCCCCCCOC(=O)c5ccc6cc(C(=O)OCCCCCCCCCCOOCCCCCCCCCCO)ccc6c5)ccc4c3)ccc2c1,OCCCCCCCCCCO.O=C(Cl)c1ccc2cc(C(=O)Cl)ccc2c1,9551016ce2b905e681345c8dce0a0421,1.134243,7.2887,0.0922620253164557,89.08349899999999,1.1276392278481011,1.145953999999997,0.014505746835443,0.8788389999999946,0.0111245443037974,0.267116,23.576,0.2984303797468354,134533.5,5.600267,20.88,58159.0,6.069999999999993,0.0768354430379746,,,,0.475555,1.024019,,,0.66341,,,1.615574,,1.329522,,,,,,,,0.7733,,,,1098.526005648,79,0,,O=C(Cl)c1ccc2cc(C(=O)C(=O)c3ccc4cc(C(=O)OCCCCCCCCCCOC(=O)c5ccc6cc(C(=O)OCCCCCCCCCCOOCCCCCCCCCCO)ccc6c5)ccc4c3)ccc2c1,todo
1044,O=C(O)CCCCCC(=O)C(=O)CCCCCC(=O)OCCCOC(=O)CCCCCC(=O)OCCCOOCCCO,OCCCO.O=C(O)CCCCCC(=O)O,fb0b7a9ce1e4628759218b1be9b99a0b,1.133841,6.4123,0.1491232558139535,62.206946,1.4466731627906977,0.725453,0.016871,0.5485949999999977,0.0127580232558139,0.176858,19.6761,0.4575837209302326,136657.6,5.349369,22.64,385715.0,43.67,1.0155813953488373,,,,0.529273,,,,0.877858,,,,,,,,,,,,,0.95801,,,,618.32514166,43,0,,O=C(O)CCCCCC(=O)C(=O)CCCCCC(=O)OCCCOC(=O)CCCCCC(=O)OCCCOOCCCO,todo
1045,C=C(C[C@@H](CCc1ccc(C(=O)CCCCC)cc1)c1ccc(C(=O)CCCCC)cc1)c1ccc(C(=O)CCCCC)cc1,C=Cc1ccc(C(=O)CCCCC)cc1,89928c9265a60c18921509422dbc52aa,1.010135,6.583999999999999,0.1463111111111111,64.969433,1.4437651777777776,0.599517999999999,0.0133226222222222,0.5351379999999974,0.0118919555555555,0.06438,22.1564,0.4923644444444445,126082.3,5.29105,0.0,0.0,0.0,0.0,,,,0.575039,,,,0.917728,,,,,,,,,,,,,0.764919,,,,606.407295588,45,0,,C=C(C[C@@H](CCc1ccc(C(=O)CCCCC)cc1)c1ccc(C(=O)CCCCC)cc1)c1ccc(C(=O)CCCCC)cc1,todo
1046,O=C=Nc1ccc(Cc2ccc(NC(=O)Oc3ccc(/N=C/c4ccc(/C=N/c5ccc(OC(=O)Nc6ccc(Cc7ccc(NC(=O)Oc8ccc(/N=C/c9ccc(/C=N/c%10ccc(OC(=O)Nc%11ccc(Cc%12ccc(NC(=O)Oc%13ccc(/N=C/c%14ccc(/C=N/c%15ccc(O)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1.Oc1ccc(N=Cc2ccc(C=Nc3ccc(O)cc3)cc2)cc1,2e9d024c3d0d83b439bcbfa831a1d97e,1.219762,13.740299999999989,0.106513953488372,166.953075,1.2942098837209304,1.2927389999999954,0.0100212325581395,1.1354149999999914,0.0088016666666666,0.157324,42.0951,0.3263186046511628,125957.5,5.718096,13.65,56531.0,3.859999999999995,0.029922480620155,,,,0.719665,,,0.767374,0.940003,,,,,,,,,0.850493,1.093574,,,1.210123,,,,1698.5862159359997,129,0,,O=C=Nc1ccc(Cc2ccc(NC(=O)Oc3ccc(/N=C/c4ccc(/C=N/c5ccc(OC(=O)Nc6ccc(Cc7ccc(NC(=O)Oc8ccc(/N=C/c9ccc(/C=N/c%10ccc(OC(=O)Nc%11ccc(Cc%12ccc(NC(=O)Oc%13ccc(/N=C/c%14ccc(/C=N/c%15ccc(O)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,todo
1047,C=C(C[C@@H](CCOC[C@@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@@H]21)OC[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21)OC[C@@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@H]21,C=COCC1CC2CC1C1CCCC21,7f60581b73811ac81facb60bde2cc7bc,1.052071,5.669899999999998,0.134997619047619,47.434133,1.129384119047619,0.557424,0.013272,0.5339809999999986,0.0127138333333333,0.023442,17.919399999999996,0.4266523809523809,172970.7,4.70091,0.0,0.0,0.0,0.0,,,,0.359031,,,,0.383987,,,,,,,,,,,,,0.150595,,,,576.45424578,42,0,,C=C(C[C@@H](CCOC[C@@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@@H]21)OC[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21)OC[C@@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@H]21,todo
1048,O=C(Cl)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCCCO,O=C(Cl)CCCCCCC(=O)Cl.OCCCCCCCCCCCCCCCCO,a3cd1b999eec38c241f74dd0c75afbc6,0.983781,11.111999999999991,0.1307294117647058,91.20099000000002,1.072952823529412,1.916431999999999,0.0225462588235294,1.2387359999999956,0.0145733647058823,0.677696,34.0305,0.4003588235294118,132260.0,5.436811,17.43,42015.0,3.6599999999999935,0.0430588235294117,,,,0.430517,1.065746,,,0.789453,,,1.704953,,1.308394,,,,,,,,0.843906,,,,1224.9485573760005,85,0,,O=C(Cl)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCCCO,todo
1049,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NNc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11cccc(N%12C(=O)c%13ccc(C(=O)Nc%14ccc(Oc%15ccc(C(=O)c%16ccc(Oc%17ccc(NC(=O)c%18ccc%19c(c%18)C(=O)N(c%18ccc(Oc%20cccc(N%21C(=O)c%22ccc(C(=O)C(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(Oc%25cccc(N%26C(=O)c%27ccc(C(=O)O)cc%27C%26=O)c%25)cc%23)C%24=O)cc%22C%21=O)c%20)cc%18)C%19=O)cc%17C(F)(F)F)cc%16)cc%15)c(C(F)(F)F)c%14)cc%13C%12=O)c%11)cc9)C%10=O)cc8C(F)(F)F)cc7)cc6)c(C(F)(F)F)c5)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)cc1)C2=O,7667e6a93813e8609c2bb7095630c138,1.318762,12.81669999999999,0.0552443965517241,146.050699,0.629528875,2.419373999999988,0.0104283362068965,1.833378999999983,0.0079024956896551,0.585995,40.86179999999998,0.176128448275862,119126.5,5.65485,12.49,181976.0,11.359999999999998,0.0489655172413793,,,,0.465339,,0.774837,0.534278,0.720244,,,,,,1.141099,0.738856,1.049843,0.656902,0.776944,,,0.932502,,,,3150.5704021239994,232,0,,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NNc5ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11cccc(N%12C(=O)c%13ccc(C(=O)Nc%14ccc(Oc%15ccc(C(=O)c%16ccc(Oc%17ccc(NC(=O)c%18ccc%19c(c%18)C(=O)N(c%18ccc(Oc%20cccc(N%21C(=O)c%22ccc(C(=O)C(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(Oc%25cccc(N%26C(=O)c%27ccc(C(=O)O)cc%27C%26=O)c%25)cc%23)C%24=O)cc%22C%21=O)c%20)cc%18)C%19=O)cc%17C(F)(F)F)cc%16)cc%15)c(C(F)(F)F)c%14)cc%13C%12=O)c%11)cc9)C%10=O)cc8C(F)(F)F)cc7)cc6)c(C(F)(F)F)c5)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,todo
1050,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C(c%10ccc(Oc%11ccc(N%12C(=O)c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14ccc(Oc%16ccc(C(c%17ccc(Oc%18ccc(N%19C(=O)c%20ccc(Oc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc%18)cc%17)(C(F)(F)F)C(F)(F)F)cc%16)cc%14)C%15=O)cc%13C%12=O)cc%11)cc%10)(C(F)(F)F)C(F)(F)F)cc9)cc7)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,5fb07172960c81e93f575626285f5f2f,1.322108,13.734499999999992,0.0784828571428571,137.648573,0.7865632742857143,1.532207999999985,0.0087554742857142,1.910245999999995,0.0109156914285714,,42.14549999999999,0.2408314285714285,115715.1,5.215545,12.23,158045.0,9.66,0.0552,,,,0.517643,,0.720309,0.586395,0.858801,,,,,,0.922133,0.694569,1.010375,0.534592,0.823851,,,1.165219,,,,2394.4099257759995,175,0,,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C(c%10ccc(Oc%11ccc(N%12C(=O)c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14ccc(Oc%16ccc(C(c%17ccc(Oc%18ccc(N%19C(=O)c%20ccc(Oc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc%18)cc%17)(C(F)(F)F)C(F)(F)F)cc%16)cc%14)C%15=O)cc%13C%12=O)cc%11)cc%10)(C(F)(F)F)C(F)(F)F)cc9)cc7)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,todo
1051,CC(C)(COc1ccc(N)cc1)COc1ccc(N2C(=O)c3ccc(Cc4ccc5c(c4)C(=O)N(c4ccc(OCC(C)(C)COc6ccc(N7C(=O)c8ccc(Cc9ccc%10c(c9)C(=O)N(c9ccc(OCC(C)(C)COc%11ccc(N%12C(=O)c%13ccc(Cc%14ccc%15c(c%14)C(=O)OC%15=O)cc%13C%12=O)cc%11)cc9)C%10=O)cc8C7=O)cc6)cc4)C5=O)cc3C2=O)cc1,CC(C)(COc1ccc(N)cc1)COc1ccc(N)cc1.O=C1OC(=O)c2cc(Cc3ccc4c(c3)C(=O)OC4=O)ccc21,208d28ada01f924b581b8617acd91478,1.221683,11.86089999999999,0.0933929133858267,125.083962,0.9849130866141732,1.2810859999999902,0.0100872913385826,1.1341199999999898,0.0089300787401574,0.146966,36.5114,0.2874913385826771,131150.5,5.633756,13.03,185678.0,12.1,0.0952755905511811,,,,0.604174,,,0.597294,0.839045,,,,,,,,,0.507289,0.682524,,,0.983031,,,,1692.5478243399994,127,0,,CC(C)(COc1ccc(N)cc1)COc1ccc(N2C(=O)c3ccc(Cc4ccc5c(c4)C(=O)N(c4ccc(OCC(C)(C)COc6ccc(N7C(=O)c8ccc(Cc9ccc%10c(c9)C(=O)N(c9ccc(OCC(C)(C)COc%11ccc(N%12C(=O)c%13ccc(Cc%14ccc%15c(c%14)C(=O)OC%15=O)cc%13C%12=O)cc%11)cc9)C%10=O)cc8C7=O)cc6)cc4)C5=O)cc3C2=O)cc1,todo
1052,C=C(CC1CCCC1)C[C@@H](CCCC1CCCC1)CC1CCCC1,C=CCC1CCCC1,193e9a5ae60dc1b15434d6ce594e4976,0.899759,4.413599999999997,0.1838999999999999,29.088331000000004,1.212013791666667,0.3538689999999984,0.0147445416666666,0.31167,0.01298625,0.042198,13.6922,0.5705083333333333,138398.8,5.157664,0.0,0.0,0.0,0.0,,,,0.380666,,,,,,,,,,,,,,,,,,,,,330.328651344,24,0,,C=C(CC1CCCC1)C[C@@H](CCCC1CCCC1)CC1CCCC1,todo
1053,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(NNc3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(C9(c%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Oc%14ccc(C(C)(C)c%15ccc(Oc%16ccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17ccc(C%19(c%20ccc(N%21C(=O)c%22ccc(C(=O)C(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(C%25(c%26ccc(N%27C(=O)c%28ccc(C(=O)O)cc%28C%27=O)cc%26)c%26ccccc%26-c%26ccccc%26%25)cc%23)C%24=O)cc%22C%21=O)cc%20)c%20ccccc%20-c%20ccccc%20%19)cc%17)C%18=O)cc%16)cc%15)cc%14)cc%13)cc%12C%11=O)cc%10)c%10ccccc%10-c%10ccccc%109)cc7)C8=O)cc6)cc5)cc4)cc3)cc2)cc1,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,818fe27b278163d374caa7dcba223c4a,1.183708,12.403299999999998,0.0502157894736842,167.146066,0.6767047206477732,2.8463729999999945,0.0115237773279352,2.130909999999992,0.0086271659919028,0.715463,40.18519999999998,0.1626931174089068,124032.1,5.738873,12.48,103519.0,6.459999999999987,0.0261538461538461,,,,0.450361,,,0.495289,0.735789,,,,,,,,,0.544361,0.783202,,,1.022132,,,,3229.00525798,247,0,,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(NNc3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(C9(c%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Oc%14ccc(C(C)(C)c%15ccc(Oc%16ccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17ccc(C%19(c%20ccc(N%21C(=O)c%22ccc(C(=O)C(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(C%25(c%26ccc(N%27C(=O)c%28ccc(C(=O)O)cc%28C%27=O)cc%26)c%26ccccc%26-c%26ccccc%26%25)cc%23)C%24=O)cc%22C%21=O)cc%20)c%20ccccc%20-c%20ccccc%20%19)cc%17)C%18=O)cc%16)cc%15)cc%14)cc%13)cc%12C%11=O)cc%10)c%10ccccc%10-c%10ccccc%109)cc7)C8=O)cc6)cc5)cc4)cc3)cc2)cc1,todo
1054,CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(OOc2ccc(C(CCC)(CCC)c3ccc(OC(=O)Oc4ccc(C(CCC)(CCC)c5ccc(OC(=O)C(=O)Cl)c(C)c5)cc4C)c(C)c3)cc2C)c(C)c1,O=C(Cl)Cl.CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,e9803677d6512591e8b5205693f6ac0f,1.041472,8.136799999999997,0.1070631578947368,65.9433,0.8676749999999999,0.9768679999999944,0.0128535263157894,0.7923579999999972,0.0104257631578947,0.184509,25.5914,0.336728947368421,118560.4,5.110988,12.86,23809.0,1.5299999999999985,0.0201315789473684,,,,0.393949,0.986672,,,0.642224,,,1.309008,,1.19316,,,,,,,,0.928805,,,,1050.541261788,76,0,,CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(OOc2ccc(C(CCC)(CCC)c3ccc(OC(=O)Oc4ccc(C(CCC)(CCC)c5ccc(OC(=O)C(=O)Cl)c(C)c5)cc4C)c(C)c3)cc2C)c(C)c1,todo
1055,O=C(O)CCCCCCOc1ccc(C(=O)C(=O)CCCCCCOc2ccc(C(=O)OCCOC(=O)CCCCCCOc3ccc(C(=O)OCCOOCCO)cc3)cc2)cc1,OCCO.O=C(O)CCCCCCOc1ccc(C(=O)O)cc1,feedc8897f7cf8fba1a7570f93c066ff,1.1771,6.6289,0.1035765625,74.440157,1.163127453125,0.931665,0.014557265625,0.819569,0.012805765625,0.112097,21.1175,0.3299609375,137929.9,4.907082,23.79,240771.0,28.64,0.4475,,,,0.538065,,,,0.727574,,,,,,,,,,,,,0.931522,,,,894.4037859040001,64,0,,O=C(O)CCCCCCOc1ccc(C(=O)C(=O)CCCCCCOc2ccc(C(=O)OCCOC(=O)CCCCCCOc3ccc(C(=O)OCCOOCCO)cc3)cc2)cc1,todo
1056,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)OC%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)cc%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N)cc2)cc1.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,4b2f1d8e257c437977f7d39c98f95fc1,1.345613,10.340099999999987,0.0777451127819548,102.771354,0.7727169473684211,1.11859999999999,0.0084105263157894,1.048124999999992,0.0078806390977443,0.070475,30.661399999999997,0.2305368421052631,110823.5,6.011997,11.94,285382.0,17.03,0.1280451127819549,,,,0.441057,,0.738706,0.52717,0.863431,,,,,,0.722031,0.854884,1.18754,0.583178,0.879627,,,1.202944,,,,1842.252637288,133,0,,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)OC%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)cc%12)cc%10)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,todo
1057,NCCCCCCCNNCCCCCCCNC(=O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)C(=O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)O,NCCCCCCCN.O=C(O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)O,2c5349b14ec975f7322aa32d14ac2bc7,0.972603,14.2719,0.1049404411764706,113.41452900000002,0.8339303602941177,2.490572999999989,0.0183130367647058,2.1137439999999934,0.0155422352941176,0.376829,43.875,0.3226102941176471,131748.5,5.358514,15.06,255577.0,19.24,0.1414705882352941,,,,0.410727,,,0.61263,0.934079,,0.568918,,,,,,,1.903453,2.586183,,0.484415,1.738901,,0.225032,0.119988,2023.6150297,136,0,,NCCCCCCCNNCCCCCCCNC(=O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)C(=O)CCCCCCCCCCSCCCCCCCCCCSCCCCCCCCCCC(=O)O,todo
