,trimer_smiles,smiles_monomer,job_hash,md_density_trimer,md_rg_trimer,md_rg_trimer_norm,md_hov_trimer,md_hov_trimer_norm,md_heat_capacity_liquid,md_heat_capacity_liquid_norm,md_heat_capacity_gas,md_heat_capacity_gas_norm,md_excess_heat_capacity_trimer,md_avg_max_heavy_atom_dist,md_avg_max_heavy_atom_dist_norm,md_avg_variance,md_avg_auc_fit_at_zero_cross,md_average_lifetime_ps,total_bonds_analyzed,md_avg_hbonds_per_frame,md_avg_hbonds_per_frame_norm,rdf_Br-Br,rdf_Br-C,rdf_Br-O,rdf_C-C,rdf_C-Cl,rdf_C-F,rdf_C-N,rdf_C-O,rdf_C-P,rdf_C-S,rdf_Cl-Cl,rdf_Cl-N,rdf_Cl-O,rdf_F-F,rdf_F-N,rdf_F-O,rdf_N-N,rdf_N-O,rdf_N-P,rdf_N-S,rdf_O-O,rdf_O-P,rdf_O-S,rdf_S-S,trimer_MW,trimer_num_atoms,replicate_structure,distribution,smiles_polymer,mechanism
1726,O=C=Nc1ccc(Cc2ccc(NC(=O)OCCCCOC(=O)Nc3ccc(Cc4ccc(NC(=O)OCCCCOC(=O)Nc5ccc(Cc6ccc(NC(=O)OCCCCO)cc6)cc5)cc4)cc3)cc2)cc1,OCCCCO.O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,049f4c14d941d78281d4d6bb92b8fb97,1.226241,6.9417,0.092556,90.07600999999995,1.2010134666666663,1.0531779999999975,0.0140423733333333,0.7860739999999949,0.0104809866666666,0.267104,21.454899999999995,0.2860653333333333,139822.0,5.106752,15.6,241681.0,18.85,0.2513333333333333,,,,0.58813,,,0.717567,0.801296,,,,,,,,,0.877516,1.047933,,,1.104336,,,,1020.42692136,75,0,,O=C=Nc1ccc(Cc2ccc(NC(=O)OCCCCOC(=O)Nc3ccc(Cc4ccc(NC(=O)OCCCCOC(=O)Nc5ccc(Cc6ccc(NC(=O)OCCCCO)cc6)cc5)cc4)cc3)cc2)cc1,todo
1727,C=C(C[C@H](CCOCC(C)(C)CC)OCC(C)(C)CC)OCC(C)(C)CC,C=COCC(C)(C)CC,7e70814cf00f7beb9c5037a37dd8d372,0.887597,4.542199999999999,0.1682296296296296,29.723563,1.1008727037037036,0.4268949999999992,0.0158109259259259,0.3617019999999981,0.0133963703703703,0.065193,14.2297,0.5270259259259259,121894.5,4.812573,0.0,0.0,0.0,0.0,,,,0.394958,,,,0.278888,,,,,,,,,,,,,0.084458,,,,384.360345396,27,0,,C=C(C[C@H](CCOCC(C)(C)CC)OCC(C)(C)CC)OCC(C)(C)CC,todo
1728,C[C@H](CCC(=O)OCCOOCCO)CC(=O)OCCOC(=O)CC[C@@H](C)CC(=O)C(=O)CC[C@H](C)CC(=O)O,OCCO.CC(CCC(=O)O)CC(=O)O,5c00eec65008c75c56cca702845417af,1.160417,5.4615,0.1365375,56.269469,1.406736725,0.545486,0.01363715,0.490232,0.0122558,0.055255,16.8967,0.4224175,136328.4,5.320971,23.69,369892.0,43.81,1.09525,,,,0.467643,,,,0.812414,,,,,,,,,,,,,0.969531,,,,576.2781914679999,40,0,,C[C@H](CCC(=O)OCCOOCCO)CC(=O)OCCOC(=O)CC[C@@H](C)CC(=O)C(=O)CC[C@H](C)CC(=O)O,todo
1729,CC(C)(CO)COOCC(C)(C)COC(=O)CC(=O)OCC(C)(C)COC(=O)CC(=O)C(=O)CC(=O)O,O=C(O)CC(=O)O.CC(C)(CO)CO,67b2d147132db1d1ae6c43b93c05c995,1.177018,5.259999999999998,0.1421621621621621,48.832427,1.3197953243243243,0.5718909999999995,0.0154565135135135,0.4288559999999999,0.0115907027027027,0.143035,16.1961,0.4377324324324325,133774.6,4.868023,22.47,684613.0,76.91,2.0786486486486484,,,,0.434384,,,,0.733584,,,,,,,,,,,,,0.885261,,,,534.2312412759999,37,0,,CC(C)(CO)COOCC(C)(C)COC(=O)CC(=O)OCC(C)(C)COC(=O)CC(=O)C(=O)CC(=O)O,todo
1730,C=C(C[C@H](CCC(=O)Oc1ccccc1C(=O)OC)C(=O)Oc1ccccc1C(=O)OC)C(=O)Oc1ccccc1C(=O)OC,C=CC(=O)Oc1ccccc1C(=O)OC,15b7b70761dbc48c4b847e8587cc4ad9,1.228679,5.065099999999997,0.1125577777777777,54.559631,1.2124362444444443,0.4934449999999979,0.0109654444444444,0.416466,0.0092548,0.076979,16.186499999999995,0.3596999999999999,122680.4,4.878483,0.0,0.0,0.0,0.0,,,,0.611351,,,,0.64633,,,,,,,,,,,,,0.592187,,,,618.1737264,45,0,,C=C(C[C@H](CCC(=O)Oc1ccccc1C(=O)OC)C(=O)Oc1ccccc1C(=O)OC)C(=O)Oc1ccccc1C(=O)OC,todo
1731,O=C(Oc1ccc(Sc2ccc(OOc3ccc(Sc4ccc(O)cc4)cc3)cc2)cc1)Oc1ccc(Sc2ccc(OC(=O)C(=O)Cl)cc2)cc1,O=C(Cl)Cl.Oc1ccc(Sc2ccc(O)cc2)cc1,25db550b4156245929efb29c81a056c2,1.33755,7.440699999999999,0.1430903846153846,70.201252,1.350024076923077,0.5023299999999996,0.0096601923076923,0.4308209999999984,0.0082850192307692,0.071509,21.4488,0.4124769230769231,107069.3,5.391599,19.38,232651.0,22.54,0.4334615384615384,,,,0.670807,1.226792,,,0.911473,,0.726911,1.622444,,1.481937,,,,,,,,1.32007,,0.906363,0.596262,768.03492306,52,0,,O=C(Oc1ccc(Sc2ccc(OOc3ccc(Sc4ccc(O)cc4)cc3)cc2)cc1)Oc1ccc(Sc2ccc(OC(=O)C(=O)Cl)cc2)cc1,todo
1732,Cc1c(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)c(C)c(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(c8c(C)c(C)c(N%10C(=O)c%11ccc(C(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)cc%11C%10=O)c(C)c8C)C9=O)cc7C6=O)c(C)c4C)C5=O)cc3C2=O)c(C)c(C)c1N,Cc1c(C)c(N)c(C)c(C)c1N.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,4af8283d37f83c68f1f88f0dd86f2e80,1.173142,10.953699999999992,0.1063466019417475,124.47671200000002,1.2085117669902914,0.8904609999999932,0.0086452524271844,0.8578419999999983,0.0083285631067961,0.032619,33.73199999999999,0.3274951456310679,114458.8,5.748037,12.57,226264.0,14.219999999999992,0.1380582524271844,,,,0.494185,,,0.332617,0.944854,,,,,,,,,0.166029,0.569588,,,1.214495,,,,1368.3752797119996,103,0,,Cc1c(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)c(C)c(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(c8c(C)c(C)c(N%10C(=O)c%11ccc(C(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)cc%11C%10=O)c(C)c8C)C9=O)cc7C6=O)c(C)c4C)C5=O)cc3C2=O)c(C)c(C)c1N,todo
1733,CCC(CC)(CO)COOCC(CC)(CC)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)OCC(CC)(CC)COC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)C(=O)c7ccc(-c8ccc(-c9ccc(C(=O)O)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,CCC(CC)(CO)CO.O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1,2d328650c1f30fc7b6a9985ef9c85d45,1.119212,10.366799999999998,0.1102851063829787,89.790352,0.9552165106382978,1.4759549999999988,0.0157016489361702,0.9396299999999967,0.0099960638297872,0.536325,33.9006,0.3606446808510638,126687.1,6.376738,17.63,72238.0,6.369999999999998,0.0677659574468085,,,,0.533306,,,,0.682895,,,,,,,,,,,,,0.987219,,,,1260.55989262,94,0,,CCC(CC)(CO)COOCC(CC)(CC)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)OCC(CC)(CC)COC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)C(=O)c7ccc(-c8ccc(-c9ccc(C(=O)O)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,todo
1734,O=C(O)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCCCCCCCO,O=C(O)CCCCCCC(=O)O.OCCCCCCCCCCCCCCCCCCCCO,2474474a7d2610a208c40c0775344f28,0.955517,12.333299999999992,0.1271474226804123,96.56936,0.995560412371134,2.092505999999999,0.0215722268041237,1.553688999999998,0.016017412371134,0.538817,38.1634,0.3934371134020619,134333.1,5.423744,21.19,109954.0,11.649999999999997,0.1201030927835051,,,,0.439003,,,,0.807089,,,,,,,,,,,,,1.353052,,,,1375.170245116,97,0,,O=C(O)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCCCCCCCO,todo
1735,O=C=NC[C@H]1CCC[C@H](CNC(=O)OC[C@H]2CC[C@@H](COC(=O)NC[C@H]3CCC[C@@H](CNC(=O)OC[C@H]4CC[C@@H](COC(=O)NC[C@H]5CCC[C@@H](CNC(=O)OC[C@H]6CC[C@@H](CO)CC6)C5)CC4)C3)CC2)C1,OCC1CCC(CO)CC1.O=C=NCC1CCCC(CN=C=O)C1,21ba10eb885faab3ba1604f1f0924ad8,1.113575,7.258799999999995,0.1008166666666666,65.764968,0.9134023333333332,1.6014079999999944,0.0222417777777777,0.8463829999999968,0.0117553194444444,0.755025,22.788599999999995,0.3165083333333333,156500.2,4.821801,15.65,174626.0,13.669999999999998,0.1898611111111111,,,,0.359425,,,0.498349,0.715278,,,,,,,,,0.727761,0.966033,,,0.839198,,,,1014.66167232,72,0,,O=C=NC[C@H]1CCC[C@H](CNC(=O)OC[C@H]2CC[C@@H](COC(=O)NC[C@H]3CCC[C@@H](CNC(=O)OC[C@H]4CC[C@@H](COC(=O)NC[C@H]5CCC[C@@H](CNC(=O)OC[C@H]6CC[C@@H](CO)CC6)C5)CC4)C3)CC2)C1,todo
1736,Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(NNc5cccc(C(=O)c6ccc(Oc7ccc(C(=O)c8cccc(NC(=O)c9ccc(C(=O)Nc%10cccc(C(=O)c%11ccc(Oc%12ccc(C(=O)c%13cccc(NC(=O)c%14ccc(C(=O)C(=O)c%15ccc(C(=O)O)cc%15)cc%14)c%13)cc%12)cc%11)c%10)cc9)c8)cc7)cc6)c5)c4)cc3)cc2)c1,O=C(O)c1ccc(C(=O)O)cc1.Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(N)c4)cc3)cc2)c1,6e9b71b2168ebdc01ac5e8496fa3007b,1.2344,8.434799999999989,0.0680225806451612,94.566682,0.7626345322580645,1.258483999999996,0.010149064516129,1.102243999999996,0.008889064516129,0.156239,27.14869999999999,0.218941129032258,123407.5,5.071565,13.26,221714.0,14.699999999999989,0.1185483870967741,,,,0.504713,,,0.626279,0.786659,,,,,,,,,0.770605,0.962372,,,0.95749,,,,1632.4691800959995,124,0,,Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(NNc5cccc(C(=O)c6ccc(Oc7ccc(C(=O)c8cccc(NC(=O)c9ccc(C(=O)Nc%10cccc(C(=O)c%11ccc(Oc%12ccc(C(=O)c%13cccc(NC(=O)c%14ccc(C(=O)C(=O)c%15ccc(C(=O)O)cc%15)cc%14)c%13)cc%12)cc%11)c%10)cc9)c8)cc7)cc6)c5)c4)cc3)cc2)c1,todo
1737,C[C@H](CC(=O)C(=O)C[C@@H](C)O)OO[C@@H](C)CC(=O)O,CC(O)CC(=O)O,7cce697b1d49c700ec33d28f2e393477,1.18323,3.6157,0.1903,35.706052,1.879265894736842,0.3962839999999991,0.0208570526315789,0.2178799999999993,0.0114673684210526,0.178403,11.3289,0.5962578947368421,128195.0,4.981293,28.07,1208699.0,169.61,8.926842105263159,,,,0.556923,,,,0.933339,,,,,,,,,,,,,1.028417,,,,276.12090298000004,19,0,,C[C@H](CC(=O)C(=O)C[C@@H](C)O)OO[C@@H](C)CC(=O)O,todo
1738,Nc1cccc2c(NNc3cccc4c(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(/C=C7/CC/C(=C\c8ccc(N9C(=O)c%10ccc(C(=O)Nc%11cccc%12c(NC(=O)c%13ccc%14c(c%13)C(=O)N(c%13ccc(/C=C%15/CC/C(=C\c%16ccc(N%17C(=O)c%18ccc(C(=O)C(=O)c%19ccc%20c(c%19)C(=O)N(c%19ccc(/C=C%21\CC/C(=C/c%22ccc(N%23C(=O)c%24ccc(C(=O)O)cc%24C%23=O)cc%22)C%21=O)cc%19)C%20=O)cc%18C%17=O)cc%16)C%15=O)cc%13)C%14=O)cccc%11%12)cc%10C9=O)cc8)C7=O)cc5)C6=O)cccc34)cccc12,Nc1cccc2c(N)cccc12.O=C1C(=Cc2ccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc2)CCC1=Cc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,80dbdf69657c20a07aa2232a4fda0379,1.25517,14.79539999999999,0.0845451428571428,149.710395,0.8554879714285715,1.76316399999999,0.0100752228571428,1.4443549999999925,0.0082534571428571,0.318809,45.69069999999999,0.2610897142857142,124717.9,5.819045,12.66,210161.0,13.3,0.076,,,,0.625783,,,0.588552,0.991594,,,,,,,,,0.552401,1.004869,,,1.349434,,,,2298.597962391999,175,0,,Nc1cccc2c(NNc3cccc4c(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(/C=C7/CC/C(=C\c8ccc(N9C(=O)c%10ccc(C(=O)Nc%11cccc%12c(NC(=O)c%13ccc%14c(c%13)C(=O)N(c%13ccc(/C=C%15/CC/C(=C\c%16ccc(N%17C(=O)c%18ccc(C(=O)C(=O)c%19ccc%20c(c%19)C(=O)N(c%19ccc(/C=C%21\CC/C(=C/c%22ccc(N%23C(=O)c%24ccc(C(=O)O)cc%24C%23=O)cc%22)C%21=O)cc%19)C%20=O)cc%18C%17=O)cc%16)C%15=O)cc%13)C%14=O)cccc%11%12)cc%10C9=O)cc8)C7=O)cc5)C6=O)cccc34)cccc12,todo
1739,O=C=NCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCCCCCO,O=C=NCCCCCCCCN=C=O.OCCCCCCCCCCCCCCCCCCCCO,61ea5ea121dc132d407cc25d68debe4d,0.975635,13.0669,0.1209898148148148,129.971758,1.2034422037037036,2.0133689999999937,0.0186423055555555,1.5426219999999962,0.014283537037037,0.470748,40.9142,0.3788351851851852,138849.6,5.301576,14.96,104414.0,7.809999999999999,0.0723148148148148,,,,0.454224,,,0.620601,0.838102,,,,,,,,,1.131318,1.427524,,,1.093313,,,,1531.3189750079998,108,0,,O=C=NCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCCCCCO,todo
1740,C=C(C[C@@H](CCC(=O)O[C@@H](C)CC)C(=O)O[C@@H](C)CC)C(=O)O[C@@H](C)CC,C=CC(=O)OC(C)CC,9e30b8a64c5f1b9b40702614033752d0,0.996757,4.369399999999999,0.1618296296296296,34.633057,1.282705814814815,0.4648669999999973,0.0172172962962962,0.3102289999999983,0.0114899629629629,0.154638,14.1548,0.5242518518518519,117935.0,4.918507,0.0,0.0,0.0,0.0,,,,0.484848,,,,0.589649,,,,,,,,,,,,,0.385973,,,,384.251188872,27,0,,C=C(C[C@@H](CCC(=O)O[C@@H](C)CC)C(=O)O[C@@H](C)CC)C(=O)O[C@@H](C)CC,todo
1741,Nc1ccc(Oc2ccc([C@]3(c4ccc(Oc5ccc(NNc6ccc(Oc7ccc([C@]8(c9ccc(Oc%10ccc(NC(=O)c%11ccc(C(=O)Nc%12ccc(Oc%13ccc([C@]%14(c%15ccc(Oc%16ccc(NC(=O)c%17ccc(C(=O)C(=O)c%18ccc(C(=O)O)c%19ccccc%18%19)c%18ccccc%17%18)cc%16)cc%15)[C@H]%15C[C@@H]%16C[C@H](C%15)C[C@H]%14C%16)cc%13)cc%12)c%12ccccc%11%12)cc%10)cc9)[C@H]9C[C@@H]%10C[C@H](C9)C[C@H]8C%10)cc7)cc6)cc5)cc4)[C@H]4C[C@@H]5C[C@H](C4)C[C@H]3C5)cc2)cc1,O=C(O)c1ccc(C(=O)O)c2ccccc12.Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,a0f588b8332985e635cfa32295a76d6f,1.160095,9.984699999999998,0.0635968152866242,117.347748,0.7474378853503184,1.544608999999997,0.0098382738853503,1.451060999999991,0.0092424267515923,0.093547,32.10439999999999,0.2044866242038216,137999.4,5.052228,13.62,99850.0,6.799999999999996,0.043312101910828,,,,0.402841,,,0.541354,0.670352,,,,,,,,,0.597203,0.777296,,,0.887235,,,,2064.860037772,157,0,,Nc1ccc(Oc2ccc([C@]3(c4ccc(Oc5ccc(NNc6ccc(Oc7ccc([C@]8(c9ccc(Oc%10ccc(NC(=O)c%11ccc(C(=O)Nc%12ccc(Oc%13ccc([C@]%14(c%15ccc(Oc%16ccc(NC(=O)c%17ccc(C(=O)C(=O)c%18ccc(C(=O)O)c%19ccccc%18%19)c%18ccccc%17%18)cc%16)cc%15)[C@H]%15C[C@@H]%16C[C@H](C%15)C[C@H]%14C%16)cc%13)cc%12)c%12ccccc%11%12)cc%10)cc9)[C@H]9C[C@@H]%10C[C@H](C9)C[C@H]8C%10)cc7)cc6)cc5)cc4)[C@H]4C[C@@H]5C[C@H](C4)C[C@H]3C5)cc2)cc1,todo
1742,CC1(C)C[C@]2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(NNc6ccc(-c7ccc(Oc8ccc9c(c8)C(C)(C)C[C@@]98CC(C)(C)c9cc(Oc%10ccc(-c%11ccc(NC(=O)c%12ccc(Oc%13ccc(C(C)(C)c%14ccc(Oc%15ccc(C(=O)O)c(C(=O)O)c%15)cc%14)cc%13)cc%12C(=O)Nc%12ccc(-c%13ccc(Oc%14ccc%15c(c%14)C(C)(C)C[C@@]%15%14CC(C)(C)c%15cc(Oc%16ccc(-c%17ccc(NC(=O)c%18ccc(Oc%19ccc(C(C)(C)c%20ccc(Oc%21ccc(C(=O)O)c(C(=O)O)c%21)cc%20)cc%19)cc%18C(=O)C(=O)c%18ccc(Oc%19ccc(C(C)(C)c%20ccc(Oc%21ccc(C(=O)O)c(C(=O)O)c%21)cc%20)cc%19)cc%18C(=O)O)cc%17)cc%16C(F)(F)F)ccc%15%14)c(C(F)(F)F)c%13)cc%12)cc%11)cc%10C(F)(F)F)ccc98)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,CC(C)(c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1.CC1(C)CC2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(N)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,a58e02c230a5af31aa62b614f1244bb2,1.179189,14.6788,0.0507916955017301,130.784089,0.4525401003460207,3.5079769999999755,0.0121383287197231,2.5610289999999734,0.0088616920415224,0.946949,47.2178,0.1633833910034602,117330.5,5.720292,13.5,169838.0,11.459999999999992,0.0396539792387543,,,,0.347672,,0.681414,0.562388,0.622522,,,,,,1.203778,0.680874,0.907121,0.644241,1.214576,,,0.946678,,,,3913.256211004001,289,0,,CC1(C)C[C@]2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(NNc6ccc(-c7ccc(Oc8ccc9c(c8)C(C)(C)C[C@@]98CC(C)(C)c9cc(Oc%10ccc(-c%11ccc(NC(=O)c%12ccc(Oc%13ccc(C(C)(C)c%14ccc(Oc%15ccc(C(=O)O)c(C(=O)O)c%15)cc%14)cc%13)cc%12C(=O)Nc%12ccc(-c%13ccc(Oc%14ccc%15c(c%14)C(C)(C)C[C@@]%15%14CC(C)(C)c%15cc(Oc%16ccc(-c%17ccc(NC(=O)c%18ccc(Oc%19ccc(C(C)(C)c%20ccc(Oc%21ccc(C(=O)O)c(C(=O)O)c%21)cc%20)cc%19)cc%18C(=O)C(=O)c%18ccc(Oc%19ccc(C(C)(C)c%20ccc(Oc%21ccc(C(=O)O)c(C(=O)O)c%21)cc%20)cc%19)cc%18C(=O)O)cc%17)cc%16C(F)(F)F)ccc%15%14)c(C(F)(F)F)c%13)cc%12)cc%11)cc%10C(F)(F)F)ccc98)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,todo
1743,C=C(Cc1ccccc1)C[C@@H](CCCc1ccccc1)Cc1ccccc1,C=CCc1ccccc1,abc888ca4e0c849738acf6b9da429784,1.015087,4.4151,0.1635222222222222,37.341744,1.3830275555555556,0.3540559999999977,0.0131131851851851,0.2849439999999978,0.0105534814814814,0.069112,13.9174,0.5154592592592593,123544.2,4.778807,0.0,0.0,0.0,0.0,,,,0.593326,,,,,,,,,,,,,,,,,,,,,354.23475096,27,0,,C=C(Cc1ccccc1)C[C@@H](CCCc1ccccc1)Cc1ccccc1,todo
1744,NCCN(CCN)CCNNCCN(CCN)CCNC(=O)OC[C@@H](O)COCCCCCCOC[C@@H](O)COC(=O)NCCN(CCN)CCNC(=O)OC[C@@H](O)COCCCCCCOC[C@@H](O)COC(=O)C(=O)OC[C@@H](O)COCCCCCCOC[C@H]1COC(=O)O1,NCCN(CCN)CCN.O=C1OCC(COCCCCCCOCC2COC(=O)O2)O1,99ac0a637b89fb33cef6b01512469c0b,1.205191,8.372199999999992,0.0872104166666666,96.777995,1.0081041145833334,1.9575249999999935,0.0203908854166666,1.301628,0.013558625,0.655897,26.3767,0.2747572916666667,165188.4,5.043946,15.77,2309903.0,182.18,1.897708333333333,,,,0.486284,,,0.58754,0.706257,,,,,,,,,0.810396,0.73037,,,0.719764,,,,1392.8538427199994,96,0,,NCCN(CCN)CCNNCCN(CCN)CCNC(=O)OC[C@@H](O)COCCCCCCOC[C@@H](O)COC(=O)NCCN(CCN)CCNC(=O)OC[C@@H](O)COCCCCCCOC[C@@H](O)COC(=O)C(=O)OC[C@@H](O)COCCCCCCOC[C@H]1COC(=O)O1,todo
1745,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C(c%10ccc(Oc%11ccc(N%12C(=O)c%13ccc(C(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(Oc%16ccc(C(c%17ccc(Oc%18ccc(N%19C(=O)c%20ccc(C(=O)c%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc%18C(F)(F)F)cc%17)(C(F)(F)F)C(F)(F)F)cc%16)c(C(F)(F)F)c%14)C%15=O)cc%13C%12=O)cc%11C(F)(F)F)cc%10)(C(F)(F)F)C(F)(F)F)cc9)c(C(F)(F)F)c7)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O.Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,acd28702806b502910e718174efdb9a3,1.351079,13.246299999999994,0.0655757425742574,112.040876,0.554657801980198,1.909950999999994,0.009455202970297,1.4916579999999888,0.0073844455445544,0.418293,40.24799999999999,0.1992475247524752,105243.4,5.797154,12.02,170748.0,10.25999999999998,0.0507920792079207,,,,0.439222,,0.689182,0.589476,0.807533,,,,,,1.108906,0.679377,0.995945,0.603718,0.802963,,,1.029354,,,,2838.334233544,202,0,,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C(c%10ccc(Oc%11ccc(N%12C(=O)c%13ccc(C(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(Oc%16ccc(C(c%17ccc(Oc%18ccc(N%19C(=O)c%20ccc(C(=O)c%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc%18C(F)(F)F)cc%17)(C(F)(F)F)C(F)(F)F)cc%16)c(C(F)(F)F)c%14)C%15=O)cc%13C%12=O)cc%11C(F)(F)F)cc%10)(C(F)(F)F)C(F)(F)F)cc9)c(C(F)(F)F)c7)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,todo
1746,C=C(C[C@@H](CCc1cccc(C)n1)c1cccc(C)n1)c1cccc(C)n1,C=Cc1cccc(C)n1,a13b9d629a9029ba737b185e975b552a,1.057582,4.1816999999999975,0.1548777777777777,40.301792,1.492658962962963,0.3363379999999983,0.0124569629629629,0.2783059999999992,0.0103076296296296,0.058032,13.0366,0.482837037037037,125347.0,4.854919,0.0,0.0,0.0,0.0,,,,0.661958,,,0.510509,,,,,,,,,,0.049556,,,,,,,,357.22049786400004,27,0,,C=C(C[C@@H](CCc1cccc(C)n1)c1cccc(C)n1)c1cccc(C)n1,todo
